index,score
"(4738, '29493')",0.079075076
"(4738, '1859')",0.083043702
"(4738, '2328')",0.247505456
"(4738, '12197')",0.005548012
"(4738, '7613')",0.007995948
"(4738, '9612')",0.12046884
"(4738, '21521')",0.005695764
"(4738, '28187')",0.012018426
"(4738, '32181')",0.007568199
"(4738, '14601')",0.00645394
"(4738, '40342')",0.024537465
"(4738, '32097')",0.075509861
"(4738, '17630')",0.006218445
"(4738, '31071')",0.017001886
"(4738, '10656')",0.006478563
"(4738, '11042')",0.045271989
"(4738, '41420')",0.013419893
"(4738, '29825')",0.006021729
"(4738, '7795')",0.005977176
"(4738, '15906')",0.016982952
"(4738, '6955')",0.022283584
"(4738, '16365')",0.049526125
"(4738, '8369')",0.005842218
"(4738, '13934')",0.006200414
"(4738, '25607')",0.023457684
"(4738, '26254')",0.025260853
"(4738, '2823')",0.006270508
"(4738, '18196')",0.008754218
"(4738, '7982')",0.007223932
"(4738, '7453')",0.012541938
"(4738, '6902')",0.005905415
"(4738, '17851')",0.013485895
"(4738, '41703')",0.009884736
"(4738, '28355')",0.029155271
"(4738, '50007')",0.150440529
"(4738, '40343')",0.048943959
"(4738, '50006')",0.12076994
"(4738, '27185')",0.035285611
"(4738, '3190')",0.098446243
"(4738, '19702')",0.019407919
"(4738, '12101')",0.006816904
"(4738, '23954')",0.063338958
"(4738, '36240')",0.008139004
"(4738, '33652')",0.042537838
"(4738, '7480')",0.008467957
"(4738, '574')",0.138209507
"(4738, '41169')",0.006670387
"(4738, '36658')",0.006684803
"(4738, '31090')",0.030968646
"(4738, '50008')",0.276966393
"(4738, '39616')",0.032289799
"(4738, '23265')",0.020403577
"(4738, '11915')",0.005177232
"(4738, '8340')",0.010594369
"(4738, '41810')",0.007836771
"(4738, '23822')",0.007422085
"(4738, '43443')",0.010853889
"(4738, '21167')",0.027977364
"(4738, '29693')",0.011686514
"(4738, '36611')",0.012903713
"(4738, '25148')",0.006870747
"(4738, '18967')",0.260016441
"(4738, '8650')",0.051352225
"(4738, '17446')",0.006101977
"(4738, '25234')",0.006530826
"(4738, '30692')",0.012152447
"(4738, '20548')",0.013514725
"(4738, '33630')",0.109295793
"(4738, '16705')",0.007552983
"(4738, '32642')",0.009430167
"(4738, '33340')",0.01024423
"(4738, '40404')",0.011906907
"(4738, '13295')",0.023511499
"(4738, '30032')",0.147008896
"(4738, '21976')",0.010979773
"(4738, '23164')",0.017018406
"(4738, '2797')",0.022741199
"(4738, '17116')",0.138181165
"(4738, '29234')",0.006801135
"(4738, '37651')",0.005896709
"(2373, '15414')",0.574583352
"(2373, '33821')",0.008477436
"(2373, '6133')",0.005384302
"(2373, '18296')",0.005397666
"(2373, '8470')",0.007996929
"(2373, '26914')",0.007991071
"(2373, '2818')",0.560299039
"(2373, '10845')",0.562521696
"(2373, '21997')",0.010151056
"(2373, '34955')",0.009416641
"(2373, '17620')",0.008805714
"(2373, '22186')",0.566312432
"(2373, '15204')",0.114141338
"(2373, '7760')",0.552500904
"(2373, '11303')",0.00876092
"(2373, '17061')",0.58923775
"(2373, '4371')",0.008275683
"(2373, '13445')",0.008311486
"(2373, '19828')",0.551884234
"(2373, '1754')",0.010139271
"(2373, '26290')",0.049991164
"(2373, '863')",0.006277093
"(2373, '7239')",0.009019844
"(2373, '34')",0.008278849
"(2373, '1024')",0.00615508
"(2373, '25596')",0.006847483
"(2373, '9436')",0.169809237
"(2373, '15566')",0.008759217
"(2373, '41675')",0.009389995
"(2373, '15658')",0.007346855
"(2373, '40344')",0.565580368
"(2373, '22013')",0.545802355
"(2373, '25110')",0.126975611
"(2373, '37736')",0.584296942
"(2373, '24597')",0.010431837
"(2373, '32351')",0.558015883
"(2373, '449')",0.574904442
"(2373, '43057')",0.006644146
"(2373, '24763')",0.010485687
"(2373, '4935')",0.504255176
"(2373, '35919')",0.58172363
"(2373, '9153')",0.39913848
"(2373, '38429')",0.581058204
"(2373, '32636')",0.011175223
"(2373, '20212')",0.011161736
"(2373, '38935')",0.033338744
"(2373, '23849')",0.558996558
"(2373, '20367')",0.009026257
"(2373, '25938')",0.586883485
"(2373, '31524')",0.397201002
"(2373, '11642')",0.00743727
"(2373, '11747')",0.548651516
"(2373, '9653')",0.526592851
"(2373, '17879')",0.010784232
"(2373, '25211')",0.007029493
"(2373, '28862')",0.566618264
"(2373, '42207')",0.007301014
"(2373, '6423')",0.008267754
"(2373, '43577')",0.018102558
"(2373, '20873')",0.011010014
"(2373, '39839')",0.027707335
"(2373, '42582')",0.566022456
"(2373, '2085')",0.082109377
"(2373, '22713')",0.566182256
"(2373, '11640')",0.363416582
"(2373, '37899')",0.096665964
"(2373, '8218')",0.006167369
"(2373, '10731')",0.573058665
"(2373, '6995')",0.470736533
"(2373, '9619')",0.006536223
"(2373, '25561')",0.566743672
"(2373, '33678')",0.009448474
"(2373, '5505')",0.007476483
"(2373, '37737')",0.583933592
"(2373, '42102')",0.599104464
"(2373, '1903')",0.006626871
"(2373, '4332')",0.009892384
"(2373, '31938')",0.013567814
"(2373, '22318')",0.006936634
"(2373, '24208')",0.578271151
"(2373, '19569')",0.007722376
"(2373, '20338')",0.007706589
"(2373, '37792')",0.01027327
"(2373, '28504')",0.572467685
"(2373, '19592')",0.574965358
"(2373, '33358')",0.010097266
"(2373, '27406')",0.568057299
"(2373, '14695')",0.011158259
"(2373, '34731')",0.006205552
"(2373, '18287')",0.472442627
"(2373, '30548')",0.582820594
"(2373, '34042')",0.008113792
"(2373, '27766')",0.087479666
"(2373, '39589')",0.008230767
"(2373, '37995')",0.505022109
"(2373, '36844')",0.571794569
"(2373, '11040')",0.011064582
"(2373, '28375')",0.008961673
"(2373, '16711')",0.011845432
"(2373, '19781')",0.010428214
"(3817, '17690')",0.010921008
"(3817, '27893')",0.007350518
"(3817, '6706')",0.612216711
"(3817, '25821')",0.006474793
"(3817, '4247')",0.00725543
"(3817, '25493')",0.601051509
"(3817, '30440')",0.574619651
"(3817, '22824')",0.006066327
"(3817, '43409')",0.012026803
"(3817, '9295')",0.007577772
"(3817, '20009')",0.011995139
"(3817, '5033')",0.007958787
"(3817, '9071')",0.007718074
"(3817, '41676')",0.00774892
"(3817, '12448')",0.011380444
"(3817, '37318')",0.006145602
"(3817, '21421')",0.004918126
"(3817, '25258')",0.006334811
"(3817, '13504')",0.00556629
"(3817, '21188')",0.006100753
"(3817, '530')",0.005931325
"(3817, '35281')",0.00625276
"(3817, '9149')",0.601088405
"(3817, '26616')",0.009551262
"(3817, '13728')",0.006347565
"(3817, '29224')",0.006979694
"(3817, '39547')",0.00670259
"(3817, '17238')",0.006175591
"(3817, '20291')",0.007639462
"(3817, '27332')",0.488054127
"(3817, '35584')",0.15529871
"(3817, '27811')",0.005986586
"(3817, '19741')",0.014892101
"(3817, '6371')",0.405639529
"(3817, '21836')",0.008438138
"(3817, '24241')",0.011602567
"(3817, '33125')",0.008961792
"(3817, '16985')",0.303239554
"(3817, '41337')",0.485470206
"(3817, '38085')",0.006255222
"(3817, '20290')",0.079173543
"(3817, '3046')",0.14200978
"(3817, '39288')",0.007550296
"(3817, '17404')",0.585980475
"(3817, '25369')",0.595649898
"(3817, '12024')",0.007496349
"(3817, '26416')",0.007306907
"(3817, '13972')",0.460431874
"(3817, '7671')",0.008212528
"(3817, '19254')",0.007082089
"(3817, '30518')",0.010694782
"(3817, '1804')",0.312548548
"(3817, '23371')",0.012585761
"(3817, '14009')",0.607262135
"(3817, '37602')",0.252073705
"(3817, '5252')",0.010806478
"(3817, '7724')",0.523213923
"(3817, '9665')",0.005402619
"(3817, '3229')",0.611590564
"(3817, '14487')",0.583941102
"(3817, '1045')",0.007043199
"(3817, '14382')",0.483406484
"(3817, '30772')",0.017724747
"(3817, '32496')",0.549907744
"(3817, '30267')",0.008090937
"(3817, '12328')",0.015033449
"(3817, '3680')",0.006846608
"(3817, '2832')",0.010416771
"(3817, '32020')",0.017606782
"(3817, '27558')",0.008248485
"(3817, '26113')",0.006142
"(3817, '30275')",0.012129412
"(3817, '7019')",0.008421447
"(3817, '23614')",0.577025235
"(3817, '28984')",0.008953894
"(3817, '35927')",0.006350682
"(3817, '17809')",0.006551137
"(3817, '37628')",0.006912952
"(3817, '22665')",0.006647023
"(3817, '37603')",0.370673269
"(3817, '1634')",0.589517713
"(3817, '31936')",0.005917307
"(3817, '28405')",0.292354792
"(3817, '23697')",0.006887909
"(3817, '15657')",0.00643892
"(3817, '26343')",0.369907081
"(3817, '28067')",0.00639021
"(3817, '6486')",0.011987387
"(3817, '24408')",0.589033425
"(3817, '25987')",0.582531631
"(3817, '16107')",0.008448315
"(3817, '8226')",0.006177333
"(3817, '6683')",0.590695977
"(3817, '41651')",0.005999994
"(3817, '29890')",0.604418159
"(3817, '30032')",0.587315738
"(3817, '35947')",0.016388576
"(3817, '10295')",0.539250791
"(3817, '9189')",0.454398096
"(3817, '14442')",0.007952487
"(11, '9932')",0.088514246
"(11, '1254')",0.034430016
"(11, '41704')",0.009755055
"(11, '33073')",0.019813612
"(11, '43147')",0.008855605
"(11, '16953')",0.00885019
"(11, '24812')",0.007217735
"(11, '27190')",0.005845431
"(11, '36946')",0.006749396
"(11, '28040')",0.005896919
"(11, '9339')",0.026730569
"(11, '27571')",0.005969053
"(11, '37498')",0.004315729
"(11, '27216')",0.00739337
"(11, '40034')",0.006070607
"(11, '37074')",0.00575413
"(11, '13394')",0.005031836
"(11, '20418')",0.006617235
"(11, '28922')",0.006852543
"(11, '43394')",0.108736433
"(11, '11056')",0.010104928
"(11, '17742')",0.005204578
"(11, '30226')",0.00737618
"(11, '10994')",0.006339023
"(11, '31768')",0.009527133
"(11, '2717')",0.00516613
"(11, '3781')",0.008188452
"(11, '6673')",0.013545236
"(11, '17890')",0.008214859
"(11, '910')",0.006396632
"(11, '20861')",0.006453597
"(11, '23034')",0.009065415
"(11, '40098')",0.006911564
"(11, '39340')",0.008219363
"(11, '2329')",0.008795139
"(11, '33986')",0.043380339
"(11, '18746')",0.004647757
"(11, '3469')",0.006968693
"(11, '13674')",0.015937785
"(11, '23964')",0.007378733
"(11, '32882')",0.017284166
"(11, '22501')",0.005532026
"(11, '11600')",0.006235761
"(11, '35272')",0.023916643
"(11, '8416')",0.006923773
"(11, '9634')",0.007640261
"(11, '34844')",0.006429364
"(11, '37070')",0.007215036
"(11, '6843')",0.010583413
"(11, '5000')",0.007621892
"(11, '109')",0.005228303
"(11, '32157')",0.00665091
"(11, '17806')",0.023220833
"(11, '23954')",0.010178556
"(11, '12707')",0.00764701
"(11, '4046')",0.051376197
"(11, '9119')",0.004795078
"(11, '8935')",0.00538736
"(11, '16310')",0.026573531
"(11, '16458')",0.005492772
"(11, '41762')",0.009614431
"(11, '37293')",0.006956732
"(11, '15021')",0.00649434
"(11, '25270')",0.006263117
"(11, '28603')",0.00662453
"(11, '8674')",0.00727976
"(11, '2970')",0.007026455
"(11, '11166')",0.008867084
"(11, '9822')",0.007176362
"(11, '25081')",0.005513979
"(11, '13745')",0.029971905
"(11, '6694')",0.006415783
"(11, '1757')",0.006497344
"(11, '16220')",0.005731801
"(11, '40097')",0.007216696
"(11, '29754')",0.007855286
"(11, '2953')",0.005121504
"(11, '1634')",0.063517332
"(11, '25148')",0.006346621
"(11, '3867')",0.019108219
"(11, '37857')",0.005215755
"(11, '38418')",0.008869683
"(11, '43395')",0.049019113
"(11, '40904')",0.006217891
"(11, '24469')",0.007849619
"(11, '30755')",0.007917974
"(11, '17976')",0.006408541
"(11, '715')",0.037174549
"(11, '5803')",0.005162966
"(11, '42423')",0.005408264
"(11, '6683')",0.018229116
"(11, '30032')",0.04975976
"(11, '9341')",0.010662586
"(11, '9199')",0.006428453
"(11, '1558')",0.006693313
"(11, '29937')",0.005552768
"(11, '33695')",0.008990822
"(11, '3805')",0.005928098
"(11, '3512')",0.009123908
"(11, '2171')",0.006406695
"(20, '38602')",0.01161992
"(20, '21854')",0.108435288
"(20, '32590')",0.007471576
"(20, '19766')",0.171391144
"(20, '14947')",0.004361839
"(20, '2128')",0.005637351
"(20, '14894')",0.006136202
"(20, '540')",0.007262785
"(20, '24351')",0.010974225
"(20, '39134')",0.005750108
"(20, '26982')",0.006418386
"(20, '5478')",0.005387099
"(20, '15581')",0.006393926
"(20, '36701')",0.006592856
"(20, '27742')",0.007844026
"(20, '5025')",0.214468732
"(20, '13821')",0.057123385
"(20, '17994')",0.005972163
"(20, '14288')",0.008468406
"(20, '34432')",0.007080071
"(20, '11939')",0.005300457
"(20, '6371')",0.090345711
"(20, '21108')",0.005660048
"(20, '8345')",0.027429054
"(20, '19926')",0.021710468
"(20, '35346')",0.004548866
"(20, '11042')",0.06125072
"(20, '31163')",0.005148748
"(20, '17349')",0.006325471
"(20, '41337')",0.146904141
"(20, '9270')",0.005632871
"(20, '24376')",0.005220844
"(20, '21982')",0.047042765
"(20, '22077')",0.006703495
"(20, '26578')",0.008029996
"(20, '3990')",0.11726208
"(20, '6055')",0.180665299
"(20, '30105')",0.005116971
"(20, '21816')",0.006655829
"(20, '15437')",0.007583132
"(20, '28949')",0.007557566
"(20, '41660')",0.006269905
"(20, '15870')",0.008671697
"(20, '3180')",0.140267909
"(20, '8039')",0.005452938
"(20, '36399')",0.005732499
"(20, '17307')",0.005942455
"(20, '7724')",0.150024801
"(20, '32950')",0.006356329
"(20, '12417')",0.004441518
"(20, '25163')",0.006816391
"(20, '41519')",0.008496001
"(20, '13296')",0.158006042
"(20, '17944')",0.00454908
"(20, '16310')",0.105401546
"(20, '8798')",0.0047323
"(20, '13378')",0.135961443
"(20, '5917')",0.12400531
"(20, '19039')",0.005336653
"(20, '30031')",0.006821382
"(20, '36936')",0.007912216
"(20, '6281')",0.005361318
"(20, '6881')",0.010786454
"(20, '38850')",0.096288562
"(20, '27922')",0.006461416
"(20, '7696')",0.006165245
"(20, '41658')",0.007473126
"(20, '38703')",0.005146769
"(20, '30725')",0.006135065
"(20, '28405')",0.015203143
"(20, '11451')",0.007161846
"(20, '37292')",0.005107619
"(20, '17493')",0.005014075
"(20, '20006')",0.004715412
"(20, '18182')",0.097800858
"(20, '19509')",0.005887509
"(20, '28596')",0.005180197
"(20, '4981')",0.033032734
"(20, '24408')",0.204571277
"(20, '25668')",0.009839663
"(20, '5230')",0.082305364
"(20, '11266')",0.005633106
"(20, '25012')",0.245048508
"(20, '29113')",0.007487527
"(20, '40182')",0.005908648
"(20, '10004')",0.008551151
"(20, '14369')",0.006690553
"(20, '6683')",0.114673644
"(20, '41336')",0.142655581
"(20, '2597')",0.0752322
"(20, '30032')",0.211042196
"(20, '22311')",0.006650956
"(20, '24787')",0.007038936
"(20, '40726')",0.005810102
"(20, '39878')",0.00496362
"(20, '20403')",0.006991665
"(20, '13992')",0.005710465
"(20, '18356')",0.017511239
"(20, '19393')",0.007217072
"(20, '29028')",0.004455633
"(5, '7552')",0.01170365
"(5, '10689')",0.007094694
"(5, '19697')",0.016643558
"(5, '35377')",0.007502866
"(5, '32199')",0.014089105
"(5, '14264')",0.115635835
"(5, '8199')",0.00538504
"(5, '7023')",0.080155708
"(5, '29561')",0.006794811
"(5, '38842')",0.009496294
"(5, '22828')",0.006563795
"(5, '32716')",0.00654586
"(5, '23733')",0.049429625
"(5, '19359')",0.064933471
"(5, '15381')",0.006980295
"(5, '352')",0.018054876
"(5, '6396')",0.008828892
"(5, '37051')",0.007698265
"(5, '35086')",0.007825383
"(5, '31525')",0.008293469
"(5, '25478')",0.008026617
"(5, '42371')",0.007668821
"(5, '13187')",0.021208387
"(5, '43694')",0.00636575
"(5, '12197')",0.006142087
"(5, '12556')",0.008606299
"(5, '23597')",0.007789491
"(5, '12797')",0.00587732
"(5, '34432')",0.008188274
"(5, '4464')",0.006403406
"(5, '4883')",0.007717442
"(5, '6155')",0.047684744
"(5, '41869')",0.045120504
"(5, '36082')",0.007148408
"(5, '24919')",0.007028941
"(5, '38836')",0.007083934
"(5, '40221')",0.010011647
"(5, '15378')",0.129360646
"(5, '13589')",0.012252408
"(5, '41980')",0.020922374
"(5, '39366')",0.008551391
"(5, '34547')",0.010558816
"(5, '34002')",0.007297467
"(5, '11483')",0.020936297
"(5, '32591')",0.006605736
"(5, '41996')",0.009623298
"(5, '6390')",0.006316519
"(5, '21103')",0.008310872
"(5, '10260')",0.012277953
"(5, '41180')",0.11945045
"(5, '13875')",0.03486776
"(5, '14046')",0.006200002
"(5, '7592')",0.009724719
"(5, '31973')",0.007787195
"(5, '35135')",0.092060111
"(5, '39001')",0.013205414
"(5, '28416')",0.06179158
"(5, '26321')",0.005214441
"(5, '13164')",0.055955432
"(5, '35720')",0.022014098
"(5, '35650')",0.007151366
"(5, '15005')",0.010958321
"(5, '41181')",0.128451109
"(5, '31322')",0.0093296
"(5, '5045')",0.007984405
"(5, '13453')",0.007777294
"(5, '24732')",0.067716531
"(5, '39318')",0.00882389
"(5, '29045')",0.007127716
"(5, '33419')",0.011702039
"(5, '21373')",0.008815608
"(5, '22234')",0.008224744
"(5, '1634')",0.112449981
"(5, '24645')",0.015554092
"(5, '12698')",0.017550465
"(5, '3867')",0.023579992
"(5, '34725')",0.052169874
"(5, '27109')",0.007241942
"(5, '24408')",0.103583224
"(5, '38405')",0.026542498
"(5, '8288')",0.007516107
"(5, '5230')",0.07463555
"(5, '35576')",0.062375512
"(5, '11990')",0.0085894
"(5, '31206')",0.007814329
"(5, '4218')",0.005488345
"(5, '32883')",0.008568333
"(5, '32026')",0.007726788
"(5, '24310')",0.037404668
"(5, '43323')",0.006956706
"(5, '17638')",0.026810057
"(5, '7434')",0.009024701
"(5, '21570')",0.113140166
"(5, '16675')",0.009369401
"(5, '6718')",0.049752176
"(5, '15058')",0.006308109
"(5, '40215')",0.006509847
"(5, '21628')",0.010667879
"(5, '21218')",0.130225062
"(5, '28298')",0.00843541
"(10, '21859')",0.007920069
"(10, '1343')",0.006129795
"(10, '23007')",0.286285669
"(10, '22193')",0.006809802
"(10, '32603')",0.40386796
"(10, '42784')",0.005783533
"(10, '38867')",0.004764073
"(10, '36129')",0.127989784
"(10, '24971')",0.005318636
"(10, '22925')",0.212412193
"(10, '27809')",0.006436892
"(10, '23967')",0.007481668
"(10, '35264')",0.14825356
"(10, '41076')",0.00625837
"(10, '20055')",0.327883184
"(10, '14105')",0.005453926
"(10, '8823')",0.006269584
"(10, '11174')",0.007718248
"(10, '953')",0.005403839
"(10, '22519')",0.00592341
"(10, '7919')",0.081433497
"(10, '35086')",0.005861958
"(10, '34391')",0.005274592
"(10, '26979')",0.004500187
"(10, '834')",0.009532141
"(10, '5840')",0.004294952
"(10, '31022')",0.01335638
"(10, '28147')",0.004887274
"(10, '21003')",0.48278594
"(10, '4376')",0.14545767
"(10, '19138')",0.014327074
"(10, '24399')",0.005638659
"(10, '35854')",0.005452322
"(10, '32583')",0.015486227
"(10, '28635')",0.006382863
"(10, '25910')",0.006149252
"(10, '25337')",0.006097741
"(10, '29586')",0.005505028
"(10, '36160')",0.005313274
"(10, '9267')",0.005196273
"(10, '27600')",0.00670574
"(10, '31660')",0.011538664
"(10, '16555')",0.004513301
"(10, '23831')",0.129607901
"(10, '6055')",0.108816072
"(10, '39796')",0.33439073
"(10, '20959')",0.004150316
"(10, '28179')",0.004794591
"(10, '15408')",0.385321051
"(10, '27042')",0.072791383
"(10, '2907')",0.010675547
"(10, '26335')",0.438364923
"(10, '28249')",0.004638043
"(10, '5754')",0.006391294
"(10, '19748')",0.004809422
"(10, '26306')",0.149612993
"(10, '30081')",0.007037253
"(10, '36115')",0.008128391
"(10, '15713')",0.336353481
"(10, '23042')",0.004514907
"(10, '16741')",0.006874867
"(10, '37059')",0.025640322
"(10, '34566')",0.097819105
"(10, '30688')",0.006559561
"(10, '8117')",0.409068972
"(10, '41671')",0.005441824
"(10, '30538')",0.366574496
"(10, '14649')",0.206468672
"(10, '32381')",0.084072627
"(10, '29428')",0.136275843
"(10, '12532')",0.006405047
"(10, '20387')",0.005085313
"(10, '36923')",0.00961742
"(10, '36303')",0.501049459
"(10, '35470')",0.080803722
"(10, '36452')",0.005358092
"(10, '34683')",0.467565864
"(10, '24408')",0.064631835
"(10, '17120')",0.120871179
"(10, '39397')",0.006950704
"(10, '26650')",0.006591651
"(10, '36175')",0.00547597
"(10, '35548')",0.024388872
"(10, '6613')",0.009506735
"(10, '35252')",0.179226428
"(10, '43114')",0.004053308
"(10, '35576')",0.127987966
"(10, '43402')",0.008456999
"(10, '35241')",0.008282925
"(10, '19342')",0.005356476
"(10, '24596')",0.006057939
"(10, '13370')",0.217667371
"(10, '18565')",0.004654668
"(10, '17811')",0.007358462
"(10, '9790')",0.004617311
"(10, '38160')",0.006105242
"(10, '481')",0.00751029
"(10, '18445')",0.005845697
"(10, '8750')",0.007285939
"(10, '39684')",0.029865157
"(1430, '2731')",0.013846071
"(1430, '31960')",0.03633859
"(1430, '12769')",0.007922224
"(1430, '39262')",0.011398704
"(1430, '11271')",0.012650636
"(1430, '38370')",0.032385856
"(1430, '2755')",0.012752198
"(1430, '26564')",0.007134664
"(1430, '2987')",0.018273892
"(1430, '30491')",0.023141902
"(1430, '7798')",0.010407642
"(1430, '39600')",0.008776511
"(1430, '15538')",0.008340443
"(1430, '30286')",0.013413318
"(1430, '10189')",0.015928157
"(1430, '4401')",0.02481004
"(1430, '24298')",0.008305333
"(1430, '23298')",0.026021104
"(1430, '14947')",0.01215749
"(1430, '36207')",0.010674171
"(1430, '2517')",0.018298741
"(1430, '21090')",0.035766773
"(1430, '43818')",0.011984118
"(1430, '37471')",0.013254978
"(1430, '476')",0.022310566
"(1430, '40813')",0.02490378
"(1430, '21625')",0.00900602
"(1430, '16867')",0.303484023
"(1430, '6304')",0.017207021
"(1430, '7800')",0.025116624
"(1430, '2263')",0.015133359
"(1430, '19334')",0.009679929
"(1430, '31961')",0.011985569
"(1430, '24399')",0.020394612
"(1430, '31347')",0.013934591
"(1430, '4961')",0.011765351
"(1430, '38034')",0.017513528
"(1430, '8566')",0.006832703
"(1430, '41870')",0.015515049
"(1430, '27963')",0.011831102
"(1430, '24133')",0.006072863
"(1430, '933')",0.012703975
"(1430, '2596')",0.024061132
"(1430, '25064')",0.006334004
"(1430, '34169')",0.009397245
"(1430, '33250')",0.044532079
"(1430, '11411')",0.01633667
"(1430, '38275')",0.01607834
"(1430, '12821')",0.009169428
"(1430, '43070')",0.005916236
"(1430, '12832')",0.011766703
"(1430, '12979')",0.010894426
"(1430, '36700')",0.014172587
"(1430, '1054')",0.020312024
"(1430, '23141')",0.010574574
"(1430, '1423')",0.010512418
"(1430, '35374')",0.019422708
"(1430, '25245')",0.006469911
"(1430, '4591')",0.013653214
"(1430, '3783')",0.015256952
"(1430, '32910')",0.011831782
"(1430, '17291')",0.009608836
"(1430, '19070')",0.007026422
"(1430, '43633')",0.009252404
"(1430, '1979')",0.02191443
"(1430, '24617')",0.010808839
"(1430, '6694')",0.009724058
"(1430, '21119')",0.007930922
"(1430, '25113')",0.015665753
"(1430, '39865')",0.028376156
"(1430, '23962')",0.014437067
"(1430, '16075')",0.026454365
"(1430, '6833')",0.012131526
"(1430, '13975')",0.029322248
"(1430, '37628')",0.007496433
"(1430, '7964')",0.026320832
"(1430, '19301')",0.013720889
"(1430, '17031')",0.022647116
"(1430, '16243')",0.022040455
"(1430, '1580')",0.01595052
"(1430, '17313')",0.014534604
"(1430, '5540')",0.005933763
"(1430, '34968')",0.019029178
"(1430, '37656')",0.018338701
"(1430, '36626')",0.010019
"(1430, '13662')",0.018399155
"(1430, '13273')",0.011038447
"(1430, '25210')",0.013955869
"(1430, '21866')",0.009545211
"(1430, '17105')",0.027983334
"(1430, '16869')",0.010023095
"(1430, '31824')",0.008235433
"(1430, '24706')",0.010909595
"(1430, '5577')",0.017644472
"(1430, '34101')",0.010399281
"(1430, '30820')",0.023031259
"(1430, '43519')",0.019200906
"(1430, '3147')",0.018244017
"(1430, '29182')",0.025042932
"(1430, '14590')",0.023168923
"(-3859, '3571')",0.006767171
"(-3859, '31650')",0.006313144
"(-3859, '19223')",0.020203508
"(-3859, '24555')",0.005504515
"(-3859, '31890')",0.512448251
"(-3859, '26988')",0.007343699
"(-3859, '25176')",0.549648046
"(-3859, '39809')",0.536188245
"(-3859, '15415')",0.485484302
"(-3859, '43353')",0.00635617
"(-3859, '31910')",0.009145134
"(-3859, '35133')",0.005960753
"(-3859, '21759')",0.007612632
"(-3859, '29664')",0.542215586
"(-3859, '41029')",0.008418684
"(-3859, '27279')",0.009530494
"(-3859, '30665')",0.013984521
"(-3859, '25258')",0.005735759
"(-3859, '2518')",0.006894641
"(-3859, '24799')",0.00942889
"(-3859, '1912')",0.516579449
"(-3859, '15324')",0.54810077
"(-3859, '23507')",0.008178974
"(-3859, '5474')",0.014350623
"(-3859, '40006')",0.014131598
"(-3859, '36727')",0.501310587
"(-3859, '30272')",0.005156921
"(-3859, '37910')",0.006268266
"(-3859, '10848')",0.005530151
"(-3859, '11906')",0.008199558
"(-3859, '4051')",0.006956725
"(-3859, '8526')",0.005115959
"(-3859, '29951')",0.006864939
"(-3859, '41594')",0.00539591
"(-3859, '25847')",0.540227115
"(-3859, '38702')",0.015847132
"(-3859, '34163')",0.008385884
"(-3859, '24492')",0.006897384
"(-3859, '4992')",0.537275195
"(-3859, '15934')",0.006928171
"(-3859, '33023')",0.006694398
"(-3859, '19914')",0.050459769
"(-3859, '37338')",0.543204784
"(-3859, '41256')",0.536943793
"(-3859, '38453')",0.013861732
"(-3859, '17009')",0.541021943
"(-3859, '25171')",0.535283685
"(-3859, '24024')",0.006591117
"(-3859, '41257')",0.537856936
"(-3859, '31107')",0.530462563
"(-3859, '20147')",0.007018319
"(-3859, '21823')",0.005991841
"(-3859, '18')",0.004853413
"(-3859, '12997')",0.007321804
"(-3859, '11455')",0.011135199
"(-3859, '8738')",0.008452008
"(-3859, '16099')",0.419690073
"(-3859, '40951')",0.00885738
"(-3859, '23906')",0.013494289
"(-3859, '21446')",0.005546333
"(-3859, '7342')",0.519357145
"(-3859, '32553')",0.007794585
"(-3859, '13384')",0.530712903
"(-3859, '12087')",0.005459588
"(-3859, '13160')",0.006892953
"(-3859, '39564')",0.006627145
"(-3859, '37075')",0.413347304
"(-3859, '4789')",0.516354561
"(-3859, '9900')",0.00727269
"(-3859, '33973')",0.007325895
"(-3859, '37776')",0.442422062
"(-3859, '22494')",0.557183027
"(-3859, '27986')",0.006579255
"(-3859, '7098')",0.006961734
"(-3859, '14719')",0.008007662
"(-3859, '35723')",0.006412358
"(-3859, '36717')",0.004643468
"(-3859, '20600')",0.007999822
"(-3859, '4188')",0.007599717
"(-3859, '30925')",0.009377336
"(-3859, '34628')",0.557363868
"(-3859, '15239')",0.00688676
"(-3859, '7619')",0.492070079
"(-3859, '12809')",0.006468688
"(-3859, '8223')",0.006152405
"(-3859, '41259')",0.009970558
"(-3859, '23603')",0.515414178
"(-3859, '30793')",0.533196032
"(-3859, '16625')",0.514026701
"(-3859, '7349')",0.008980393
"(-3859, '39104')",0.524759293
"(-3859, '703')",0.009254629
"(-3859, '2150')",0.488095939
"(-3859, '22895')",0.010063621
"(-3859, '25104')",0.005482344
"(-3859, '8977')",0.006294661
"(-3859, '25888')",0.537491202
"(-3859, '40771')",0.006952339
"(-3859, '17337')",0.028347809
"(-3859, '24959')",0.006238716
"(5223, '25675')",0.489241362
"(5223, '36475')",0.005992809
"(5223, '17118')",0.020690115
"(5223, '31250')",0.475547194
"(5223, '24929')",0.007489707
"(5223, '25651')",0.010625504
"(5223, '11442')",0.009893878
"(5223, '3660')",0.006890415
"(5223, '539')",0.477306992
"(5223, '37434')",0.007225204
"(5223, '14502')",0.51721549
"(5223, '22354')",0.00681235
"(5223, '41372')",0.465964675
"(5223, '42443')",0.008367388
